X,Y,fid,P20_001,P20_002,P20_003,P20_004,P20_005,P20_006,P20_007,P20_008,P20_009,P20_010,P20_011,P20_012,レベル,備考,緯度,経度,NO
133.990337,34.546858,"799","33204",山田小学校,岡山県玉野市山田422,指定避難場所,"920","1518","0","0","0","0","0","1","1",,34.546858,133.990337,"800"
133.98931,34.529276,"800","33204",山田中学校,岡山県玉野市後閑1995,指定避難場所,"988","1631","0","0","0","0","0","1","1",,34.529276,133.98931,"801"
133.91065,34.457337,"801","33204",渋川保育園,岡山県玉野市渋川1丁目2-10,指定避難場所,"222","367","0","0","0","0","0","1","1",,34.457337,133.91065,"802"
133.917006043,34.4698112589,"802","33204",生涯学習センター（玉野備南高等学校）,岡山県玉野市和田4丁目7-1,拠点避難場所,"686","1132","0","0","0","0","0","1","3",,34.4698112589,133.917006043,"803"
133.894721,34.512982,"803","33204",荘内市民センター,岡山県玉野市用吉1186-1,拠点避難場所,"394","650","0","0","0","0","0","1","1",,34.512982,133.894721,"804"
133.890707,34.511054,"804","33204",荘内小学校,岡山県玉野市?目498,指定避難場所,"1793","2959","0","0","0","0","0","1","1",,34.511054,133.890707,"805"
133.889818,34.506582,"805","33204",荘内中学校,岡山県玉野市?目1373,指定避難場所,"1649","2721","0","0","0","0","0","1","1",,34.506582,133.889818,"806"
133.927965,34.531153,"806","33204",大崎公民館,岡山県玉野市八浜町大崎1649-1,指定避難場所,"77","127","0","0","0","0","0","1","1",,34.531153,133.927965,"807"
133.929981,34.535691,"807","33204",大崎小学校,岡山県玉野市東七区3-3,指定避難場所,"915","1510","0","0","0","0","0","1","1",,34.535691,133.929981,"808"
133.931914841,34.4600210877,"808","33204",第一向日比コミュニティハウス,岡山県玉野市向日比1丁目4-1,指定避難場所,"41","68","0","0","0","0","0","1","3",,34.4600210877,133.931914841,"809"
133.923927,34.459198,"809","33204",第二日比小学校,岡山県玉野市明神町1-1,指定避難場所,"1701","2806","0","0","0","0","0","1","1",,34.459198,133.923927,"810"
133.95245,34.49559,"810","33204",築港公民館,岡山県玉野市築港1丁目7-20,指定避難場所,"221","365","0","0","0","0","0","1","1",,34.49559,133.95245,"811"
133.946703,34.501584,"811","33204",築港小学校,岡山県玉野市築港3丁目15-1,指定避難場所,"958","1580","0","0","0","0","0","1","1",,34.501584,133.946703,"812"
133.942898,34.493152,"812","33204",中央市民センター（サンライフ）,岡山県玉野市宇野2丁目1-12,拠点避難場所,"1881","3104","0","0","0","0","0","1","1",,34.493152,133.942898,"813"
133.946623,34.517819,"813","33204",田井市民センター,岡山県玉野市田井4丁目10-5,拠点避難場所,"224","370","0","0","0","0","0","1","1",,34.517819,133.946623,"814"
133.945259,34.515888,"814","33204",田井小学校,岡山県玉野市田井3丁目4-1,指定避難場所,"1235","2038","0","0","0","0","0","1","1",,34.515888,133.945259,"815"
133.893753971,34.5402166101,"815","33204",東紅陽台１丁目集会所,岡山県玉野市東紅陽台1丁目19-134,指定避難場所,"18","30","0","0","0","0","0","1","3",,34.5402166101,133.893753971,"816"
133.896107261,34.5371613157,"816","33204",東紅陽台２丁目集会所,岡山県玉野市東紅陽台2丁目19-222,指定避難場所,"18","30","0","0","0","0","0","1","3",,34.5371613157,133.896107261,"817"
134.000374464,34.5544469127,"817","33204",東児市民センター,岡山県玉野市梶岡700,拠点避難場所,"145","240","0","0","0","0","0","1","3",,34.5544469127,134.000374464,"818"
134.014666,34.502751,"818","33204",東児市民センター石島分館,岡山県玉野市石島3077,指定避難場所,"36","60","0","0","0","0","0","1","1",,34.502751,134.014666,"819"
134.00914,34.566439,"819","33204",東児中学校,岡山県玉野市北方444,指定避難場所,"1153","1903","0","0","0","0","0","1","1",,34.566439,134.00914,"820"
133.941593029,34.4833848573,"820","33204",藤井コミュニティハウス,岡山県玉野市宇野4丁目8-8,指定避難場所,"62","103","0","0","0","0","0","1","3",,34.4833848573,133.941593029,"821"
133.958592,34.500096,"821","33204",日の出ふれあい会館,岡山県玉野市築港4-25-10,拠点避難場所,"244","403","0","0","0","0","0","1","1",,34.500096,133.958592,"822"
133.923061406,34.4586894624,"822","33204",日比市民センター,岡山県玉野市日比3丁目1-1,拠点避難場所,"148","245","0","0","0","0","0","1","3",,34.4586894624,133.923061406,"823"
133.926066,34.464503,"823","33204",日比小学校,岡山県玉野市御崎1丁目1-1,指定避難場所,"1451","2394","0","0","0","0","0","1","1",,34.464503,133.926066,"824"
133.917205,34.47078,"824","33204",日比中学校,岡山県玉野市和田6丁目13-1,指定避難場所,"1888","3115","0","0","0","0","0","1","1",,34.47078,133.917205,"825"
133.899825362,34.5065927586,"825","33204",迫間公民館,岡山県玉野市迫間1253-3,指定避難場所,"121","200","0","0","0","0","0","1","3",,34.5065927586,133.899825362,"826"
133.94478006,34.551085841,"826","33204",八浜市民センター,岡山県玉野市八浜町八浜165-1,拠点避難場所,"115","189","0","0","0","0","0","1","4",,34.551085841,133.94478006,"827"
133.947313,34.553578,"827","33204",八浜小学校,岡山県玉野市八浜町沿知29,指定避難場所,"1078","1779","0","0","0","0","0","1","1",,34.553578,133.947313,"828"
133.943591,34.555439,"828","33204",八浜中学校,岡山県玉野市八浜町八浜1438,指定避難場所,"750","1238","0","0","0","0","0","1","1",,34.555439,133.943591,"829"
134.015456536,34.5637654953,"829","33204",鉾立公民館,岡山県玉野市北方1349-1,指定避難場所,"82","135","0","0","0","0","0","1","4",,34.5637654953,134.015456536,"830"
134.016417,34.566383,"830","33204",鉾立小学校,岡山県玉野市北方1274,指定避難場所,"892","1471","0","0","0","0","0","1","1",,34.566383,134.016417,"831"
133.923761,34.469461,"831","33204",和田市民センター,岡山県玉野市和田3丁目1-2,拠点避難場所,"285","471","0","0","0","0","0","1","1",,34.469461,133.923761,"832"
133.518189,34.407347,"832","33205",Ｂ＆Ｇ海洋センター,岡山県笠岡市白石島2364-6,避難所,"551","1102","0","0","0","0","0","1","1",,34.407347,133.518189,"833"
133.577162898,34.3555315837,"833","33205",ふるさとふれあい会館,岡山県笠岡市真鍋島4006-2,避難所,"93","185","0","0","0","0","0","1","3",,34.3555315837,133.577162898,"834"
133.490636,34.511682,"834","33205",ようすな会館,岡山県笠岡市金浦1566-1,避難所,"50","100","0","0","0","0","0","1","1",,34.511682,133.490636,"835"
133.545643,34.376607,"835","33205",笠岡諸島開発総合センター,岡山県笠岡市北木島町3802-43,避難所,"184","368","0","0","0","0","0","1","1",,34.376607,133.545643,"836"
133.488219,34.502071,"836","33205",笠岡総合体育館,岡山県笠岡市平成町63-2,避難所,"13882","27763","0","0","0","0","0","1","1",,34.502071,133.488219,"837"
133.508371,34.506838,"837","33205",笠岡中央公民館,岡山県笠岡市笠岡1866-1,避難所,"360","720","0","0","0","0","0","1","1",,34.506838,133.508371,"838"
133.527626,34.493698,"838","33205",笠岡東公民館,岡山県笠岡市富岡300-3,避難所,"553","1106","0","0","0","0","0","1","1",,34.493698,133.527626,"839"
133.508324,34.508346,"839","33205",貫閲講堂,岡山県笠岡市笠岡1870,避難所,"361","721","0","0","0","0","0","1","3",http://www.pal.pref.okayama.jp/open/center/Detail.php?seirino=pal0000519,34.508346,133.508324,"840"
133.584841232,34.3619908547,"840","33205",岩坪会館,岡山県笠岡市真鍋島457-1,避難所,"38","76","0","0","0","0","0","1","3",,34.3619908547,133.584841232,"841"
133.525983,34.5494869991,"841","33205",吉田公民館,岡山県笠岡市吉田2223-2,避難所,"159","318","0","0","0","0","0","1","1",,34.5494869991,133.525983,"842"
133.526888029,34.5518526254,"842","33205",吉田文化会館,岡山県笠岡市吉田2169-3,避難所,"277","554","0","0","0","0","0","1","3",,34.5518526254,133.526888029,"843"
133.48689,34.5113429991,"843","33205",金浦公民館,岡山県笠岡市生江浜2066,避難所,"157","313","0","0","0","0","0","1","1",,34.5113429991,133.48689,"844"
133.506212,34.431274,"844","33205",高島公民館,岡山県笠岡市高島4764-1,避難所,"226","452","0","0","0","0","0","1","1",,34.431274,133.506212,"845"
133.531072,34.521329,"845","33205",今井公民館,岡山県笠岡市今立2587-1,避難所,"115","230","0","0","0","0","0","1","1",,34.521329,133.531072,"846"
133.515674,34.496739,"846","33205",市民会館,岡山県笠岡市六番町1-10,避難所,"3250","6500","0","0","0","0","0","1","1",,34.496739,133.515674,"847"
133.519849,34.494531,"847","33205",市民体育センター,岡山県笠岡市八番町1-9,避難所,"8780","17560","0","0","0","0","0","1","1",,34.494531,133.519849,"848"
133.524546,34.482996,"848","33205",市立横江幼稚園,岡山県笠岡市横島1388-1,避難所,"858","1715","0","0","0","0","0","1","1",,34.482996,133.524546,"849"
133.507685,34.508577,"849","33205",市立笠岡小学校,岡山県笠岡市笠岡1870,避難所,"6938","13875","0","0","0","0","0","1","1",,34.508577,133.507685,"850"
133.515101,34.519243,"850","33205",市立笠岡西中学校,岡山県笠岡市笠岡3797,避難所,"9204","18408","0","0","0","0","0","1","1",,34.519243,133.515101,"851"
133.530629,34.495439,"851","33205",市立笠岡東中学校,岡山県笠岡市西大島新田15-3,避難所,"11910","23819","0","0","0","0","0","1","1",,34.495439,133.530629,"852"
133.527794,34.549657,"852","33205",市立吉田小学校,岡山県笠岡市吉田2383-1,避難所,"4645","9289","0","0","0","0","0","1","1",,34.549657,133.527794,"853"
133.485797,34.516437,"853","33205",市立金浦小学校,岡山県笠岡市吉浜2214-3,避難所,"4500","9000","0","0","0","0","0","1","1",,34.516437,133.485797,"854"
133.481659,34.520048,"854","33205",市立金浦中学校,岡山県笠岡市吉浜1830-2,避難所,"17552","35103","0","0","0","0","0","1","1",,34.520048,133.481659,"855"
133.528878,34.52752,"855","33205",市立今井小学校,岡山県笠岡市今立30,避難所,"4281","8561","0","0","0","0","0","1","1",,34.52752,133.528878,"856"
133.460412,34.507966,"856","33205",市立城見小学校,岡山県笠岡市用之江2185,避難所,"4999","9998","0","0","0","0","0","1","1",,34.507966,133.460412,"857"
133.529432,34.5666,"857","33205",市立新吉中学校,岡山県笠岡市山口3341,避難所,"6144","12288","0","0","0","0","0","1","1",,34.5666,133.529432,"858"
133.530487,34.570377,"858","33205",市立新山小学校,岡山県笠岡市山口2966-1,避難所,"4884","9767","0","0","0","0","0","1","1",,34.570377,133.530487,"859"
133.578301664,34.3533824635,"859","33205",市立真鍋小学校,岡山県笠岡市真鍋島4230,避難所,"1587","3173","0","0","0","0","0","1","3",,34.3533824635,133.578301664,"860"
133.57796,34.353017,"860","33205",市立真鍋中学校,岡山県笠岡市真鍋島4240,避難所,"1052","2103","0","0","0","0","0","1","1",,34.353017,133.57796,"861"
133.51413,34.450167,"861","33205",市立神島外小学校,岡山県笠岡市神島外浦1667-1,避難所,"4529","9058","0","0","0","0","0","1","1",,34.450167,133.51413,"862"
133.51488,34.451112,"862","33205",市立神島外中学校,岡山県笠岡市神島外浦1555,避難所,"3968","7936","0","0","0","0","0","1","1",,34.451112,133.51488,"863"
133.515963,34.474553,"863","33205",市立神内小学校,岡山県笠岡市神島3984,避難所,"3847","7693","0","0","0","0","0","1","1",,34.474553,133.515963,"864"
133.502768,34.53938,"864","33205",市立大井小学校,岡山県笠岡市東大戸410-2,避難所,"5485","10969","0","0","0","0","0","1","1",,34.53938,133.502768,"865"
133.534601,34.483691,"865","33205",市立大島小学校,岡山県笠岡市西大島3935,避難所,"4495","8990","0","0","0","0","0","1","1",,34.483691,133.534601,"866"
133.555489,34.481469,"866","33205",市立大島中学校,岡山県笠岡市大島中7291-1,避難所,"5696","11392","0","0","0","0","0","1","1",,34.481469,133.555489,"867"
133.562238,34.468804,"867","33205",市立大島東小学校,岡山県笠岡市大島中2553-1,避難所,"2979","5957","0","0","0","0","0","1","1",,34.468804,133.562238,"868"
133.520379,34.496106,"868","33205",市立中央小学校,岡山県笠岡市八番町1-3,避難所,"13272","26543","0","0","0","0","0","1","1",,34.496106,133.520379,"869"
133.458994,34.530992,"869","33205",市立陶山小学校,岡山県笠岡市押撫910-3,避難所,"2577","5154","0","0","0","0","0","1","1",,34.530992,133.458994,"870"
133.519177348,34.4046882997,"870","33205",市立白石小学校,岡山県笠岡市白石島2482-1,避難所,"2674","5347","0","0","0","0","0","1","3",,34.4046882997,133.519177348,"871"
133.519213,34.40498,"871","33205",市立白石中学校,岡山県笠岡市白石島2482-1,避難所,"3704","7408","0","0","0","0","0","1","1",,34.40498,133.519213,"872"
133.508855,34.342349,"872","33205",市立飛島小学校,岡山県笠岡市飛島5922-1,避難所,"1288","2575","0","0","0","0","0","1","1",,34.342349,133.508855,"873"
133.549654,34.559545,"873","33205",市立尾坂幼稚園,岡山県笠岡市尾坂1986,避難所,"788","1576","0","0","0","0","0","1","1",,34.559545,133.549654,"874"
133.537625,34.595097,"874","33205",市立北川小学校,岡山県笠岡市走出4102-1,避難所,"5385","10770","0","0","0","0","0","1","1",,34.595097,133.537625,"875"
133.527353,34.387843,"875","33205",市立北木小学校,岡山県笠岡市北木島町7886-13,避難所,"6994","13988","0","0","0","0","0","1","1",,34.387843,133.527353,"876"
133.536022,34.303409,"876","33205",市立六島小学校,岡山県笠岡市六島5835,避難所,"722","1444","0","0","0","0","0","1","1",,34.303409,133.536022,"877"
133.459823,34.507847,"877","33205",城見公民館,岡山県笠岡市用之江2064,避難所,"95","189","0","0","0","0","0","1","1",,34.507847,133.459823,"878"
133.530371,34.569711,"878","33205",新山公民館,岡山県笠岡市山口3258,避難所,"96","192","0","0","0","0","0","1","1",,34.569711,133.530371,"879"
133.513936,34.45101,"879","33205",神島外公民館,岡山県笠岡市神島外浦1636-1,避難所,"97","193","0","0","0","0","0","1","1",,34.45101,133.513936,"880"
133.517511,34.474647,"880","33205",神島公民館,岡山県笠岡市神島4136,避難所,"175","349","0","0","0","0","0","1","1",,34.474647,133.517511,"881"
133.539875,34.592125,"881","33205",組合立小北中学校,岡山県笠岡市甲弩1810-3,避難所,"5706","11411","0","0","0","0","0","1","1",,34.592125,133.539875,"882"
133.503075391,34.5382716328,"882","33205",大井公民館,岡山県笠岡市小平井2203-2,避難所,"122","243","0","0","0","0","0","1","4",,34.5382716328,133.503075391,"883"
133.552548615,34.4827781633,"883","33205",大島公民館,岡山県笠岡市大島中7264,避難所,"130","259","0","0","0","0","0","1","4",,34.4827781633,133.552548615,"884"
133.459284,34.529765,"884","33205",陶山公民館,岡山県笠岡市押撫914,避難所,"95","189","0","0","0","0","0","1","1",,34.529765,133.459284,"885"
133.5172062,34.4080710649,"885","33205",白石公民館,岡山県笠岡市白石島604-1,避難所,"100","200","0","0","0","0","0","1","4",,34.4080710649,133.5172062,"886"
133.509406,34.342361,"886","33205",飛島公民館,岡山県笠岡市飛島5923-1,避難所,"84","167","0","0","0","0","0","1","1",,34.342361,133.509406,"887"
133.519673114,34.4893980683,"887","33205",美の浜会館,岡山県笠岡市美の浜2-3,避難所,"126","252","0","0","0","0","0","1","4",,34.4893980683,133.519673114,"888"
133.524232,34.501061,"888","33205",富岡会館,岡山県笠岡市富岡849-1,避難所,"68","136","0","0","0","0","0","1","1",,34.501061,133.524232,"889"
133.53641,34.393963,"889","33205",豊浦ふれあい会館,岡山県笠岡市北木島町9768-1,避難所,"75","150","0","0","0","0","0","1","3",,34.393963,133.53641,"890"
133.538895,34.592522,"890","33205",北川公民館,岡山県笠岡市走出4053-5,避難所,"123","245","0","0","0","0","0","1","1",,34.592522,133.538895,"891"
133.52565,34.387917,"891","33205",北木西公民館,岡山県笠岡市北木島町7887-46,避難所,"94","188","0","0","0","0","0","1","1",,34.387917,133.52565,"892"
133.578618,34.354522,"892","33205",本浦公会堂,岡山県笠岡市真鍋島4093,避難所,"48","96","0","0","0","0","0","1","3",,34.354522,133.578618,"893"
133.458107,34.489035,"893","33205",茂平会館,岡山県笠岡市茂平1812-6,避難所,"90","180","0","0","0","0","0","1","1",,34.489035,133.458107,"894"
133.536764,34.304382,"894","33205",六島公民館,岡山県笠岡市六島5720,避難所,"56","112","0","0","0","0","0","1","1",,34.304382,133.536764,"895"
133.537724942,34.3082111653,"895","33205",六島北浦文化会館,岡山県笠岡市六島5585-4,避難所,"8","15","0","0","0","0","0","1","3",,34.3082111653,133.537724942,"896"
133.468067,34.595722,"896","33207",アクティブライフ井原,岡山県井原市七日市町12-1,避難場所,"1500","-1","0","0","0","0","0","1","1",,34.595722,133.468067,"897"
133.53255466,34.673129293,"897","33207",スパーク美星,岡山県井原市美星町西水砂2474-4,避難場所,"400","-1","0","0","0","0","0","1","3",http://www.pal.pref.okayama.jp/open/center/Detail.php?seirino=2070100100,34.673129293,133.53255466,"898"
133.522118,34.600863,"898","33207",ふれあいセンター,岡山県井原市神代町2192-1,避難場所,"350","-1","0","0","0","0","0","1","1",,34.600863,133.522118,"899"
133.448224579,34.5800257473,"899","33207",リフレッシュ公園（静のゾーン）,岡山県井原市下出部町,避難場所,"15000","-1","0","0","0","0","0","1","3",,34.5800257473,133.448224579,"900"
133.448215072,34.5800932602,"900","33207",リフレッシュ公園（動のゾーン）,岡山県井原市大江町,避難場所,"10000","-1","0","0","0","0","0","1","3",,34.5800932602,133.448215072,"901"
133.46015419,34.5866371,"901","33207",井原運動公園,岡山県井原市上出部町1671番地1,避難場所,"17100","-1","0","0","0","0","0","1","1",,34.5866371,133.46015419,"902"
133.460265,34.603991,"902","33207",井原公民館,岡山県井原市井原町1243-1,避難場所,"200","-1","0","0","0","0","0","1","1",,34.603991,133.460265,"903"
133.461714,34.60354,"903","33207",井原小学校,岡山県井原市井原町1113,避難場所,"4400","-1","0","0","0","0","0","1","1",,34.60354,133.461714,"904"
133.462637,34.588484,"904","33207",井原体育館,岡山県井原市上出部町1671-1,避難場所,"1000","-1","0","0","0","0","0","1","1",,34.588484,133.462637,"905"
133.470408,34.603818,"905","33207",井原中学校,岡山県井原市西江原町2000,避難場所,"5500","-1","0","0","0","0","0","1","1",,34.603818,133.470408,"906"
133.461992,34.60279,"906","33207",井原幼稚園,岡山県井原市井原町1126,避難場所,"600","-1","0","0","0","0","0","1","1",,34.60279,133.461992,"907"
133.463948741,34.5680521095,"907","33207",稲倉公民館,岡山県井原市下稲木町912-3,避難場所,"50","-1","0","0","0","0","0","1","4",,34.5680521095,133.463948741,"908"
133.463687,34.568739,"908","33207",稲倉小学校,岡山県井原市下稲木町888,避難場所,"3400","-1","0","0","0","0","0","1","1",,34.568739,133.463687,"909"
133.462947611,34.5682114487,"909","33207",稲倉幼稚園,岡山県井原市下稲木町949,避難場所,"380","-1","0","0","0","0","0","1","4",,34.5682114487,133.462947611,"910"
133.448821,34.648745,"910","33207",宇戸川コミュニティハウス,岡山県井原市芳井町宇戸川2208-6,避難場所,"30","-1","0","0","0","0","0","1","1",,34.648745,133.448821,"911"
133.576471,34.710232,"911","33207",宇戸谷公民館,岡山県井原市美星町宇戸谷2058,避難場所,"190","-1","0","0","0","0","0","1","1",,34.710232,133.576471,"912"
133.57803,34.691885,"912","33207",宇頭公民館,岡山県井原市美星町烏頭229-2,避難場所,"180","-1","0","0","0","0","0","1","1",,34.691885,133.57803,"913"
133.511603143,34.6014802368,"913","33207",荏原公民館,岡山県井原市東江原町2803-1,避難場所,"50","-1","0","0","0","0","0","1","4",,34.6014802368,133.511603143,"914"
133.512682,34.602151,"914","33207",荏原小学校,岡山県井原市東江原町2584,避難場所,"3000","-1","0","0","0","0","0","1","1",,34.602151,133.512682,"915"
133.511988,34.60229,"915","33207",荏原幼稚園,岡山県井原市東江原町2788,避難場所,"490","-1","0","0","0","0","0","1","1",,34.60229,133.511988,"916"
133.44602512,34.59033764,"916","33207",横田公園,岡山県井原市笹賀町,避難場所,"450","-1","0","0","0","0","0","1","1",,34.59033764,133.44602512,"917"
133.489854,34.691549,"917","33207",加谷公民館,岡山県井原市美星町黒忠4757-1,避難場所,"40","-1","0","0","0","0","0","1","1",,34.691549,133.489854,"918"
133.478694,34.6719129991,"918","33207",花滝コミュニティハウス,岡山県井原市芳井町花滝2730,避難場所,"200","-1","0","0","0","0","0","1","1",,34.6719129991,133.478694,"919"
133.443165,34.621091,"919","33207",梶江コミュニティハウス,岡山県井原市芳井町梶江531-1,避難場所,"80","-1","0","0","0","0","0","1","1",,34.621091,133.443165,"920"
133.4919383,34.60528292,"920","33207",亀迫城山公園,岡山県井原市西江原町,避難場所,"300","-1","0","0","0","0","0","1","1",,34.60528292,133.4919383,"921"
133.409101,34.683866,"921","33207",共和小学校,岡山県井原市芳井町下鴫2962-1,避難場所,"800","-1","0","0","0","0","0","1","1",,34.683866,133.409101,"922"
133.409019102,34.6831934923,"922","33207",共和幼稚園,岡山県井原市芳井町下鴫2995-3,避難場所,"210","-1","0","0","0","0","0","1","1",,34.6831934923,133.409019102,"923"
133.43058641,34.57792753,"923","33207",橋詰公園,岡山県井原市高屋町,避難場所,"650","-1","0","0","0","0","0","1","1",,34.57792753,133.43058641,"924"
133.466427479,34.5922721226,"924","33207",勤労者体育センター,岡山県井原市上出部町658-1,避難場所,"100","-1","0","0","0","0","0","1","3",,34.5922721226,133.466427479,"925"
133.485939,34.570297,"925","33207",県主公民館,岡山県井原市門田町714,避難場所,"150","-1","0","0","0","0","0","1","1",,34.570297,133.485939,"926"
133.486546,34.570794,"926","33207",県主小学校,岡山県井原市門田町649,避難場所,"2650","-1","0","0","0","0","0","1","1",,34.570794,133.486546,"927"
133.48538,34.570599,"927","33207",県主幼稚園,岡山県井原市門田町712-1,避難場所,"450","-1","0","0","0","0","0","1","1",,34.570599,133.48538,"928"
133.513288,34.68159,"928","33207",向組公民館,岡山県井原市美星町黒忠1997-1,避難場所,"20","-1","0","0","0","0","0","1","1",,34.68159,133.513288,"929"
133.4557971,34.60916747,"929","33207",向町公園,岡山県井原市井原町,避難場所,"1200","-1","0","0","0","0","0","1","1",,34.60916747,133.4557971,"930"
133.436445,34.580304,"930","33207",高屋公民館,岡山県井原市高屋町4-25-2,避難場所,"300","-1","0","0","0","0","0","1","1",,34.580304,133.436445,"931"
133.428496,34.587736,"931","33207",高屋小学校,岡山県井原市高屋町1998,避難場所,"2300","-1","0","0","0","0","0","1","1",,34.587736,133.428496,"932"
133.430441,34.578845,"932","33207",高屋中学校,岡山県井原市高屋町2-9-1,避難場所,"4100","-1","0","0","0","0","0","1","1",,34.578845,133.430441,"933"
133.435042994,34.5785278428,"933","33207",高屋南公園,岡山県井原市高屋町,避難場所,"250","-1","0","0","0","0","0","1","3",http://r500m.com/spot/133060816026016922412/,34.5785278428,133.435042994,"934"
133.43069,34.585097,"934","33207",高屋幼稚園,岡山県井原市高屋町1417,避難場所,"640","-1","0","0","0","0","0","1","1",,34.585097,133.43069,"935"
133.547993,34.7055719991,"935","33207",黒萩公民館,岡山県井原市美星町明治5481-2,避難場所,"30","-1","0","0","0","0","0","1","1",,34.7055719991,133.547993,"936"
133.526161,34.632719,"936","33207",黒木公民館,岡山県井原市美星町黒木39-2,避難場所,"120","-1","0","0","0","0","0","1","1",,34.632719,133.526161,"937"
133.435718,34.630371,"937","33207",佐原コミュニティハウス,岡山県井原市芳井町吉井32,避難場所,"140","-1","0","0","0","0","0","1","1",,34.630371,133.435718,"938"
133.493965625,34.5935750902,"938","33207",笹井公園,岡山県井原市木之子町,避難場所,"500","-1","0","0","0","0","0","1","3",http://r500m.com/spot/133060845342623379112/,34.5935750902,133.493965625,"939"
133.538463,34.683062,"939","33207",三山第１公民館,岡山県井原市美星町三山976-2,避難場所,"130","-1","0","0","0","0","0","1","1",,34.683062,133.538463,"940"
133.55006,34.688764,"940","33207",三山第２公民館,岡山県井原市美星町三山2410-2,避難場所,"180","-1","0","0","0","0","0","1","1",,34.688764,133.55006,"941"
133.548368,34.681818,"941","33207",三山第３公民館,岡山県井原市美星町三山4452-2,避難場所,"130","-1","0","0","0","0","0","1","1",,34.681818,133.548368,"942"
133.464423923,34.5981128604,"942","33207",市民会館,岡山県井原市井原町311-1,避難場所,"450","-1","0","0","0","0","0","1","3",,34.5981128604,133.464423923,"943"
133.47058099,34.59367017,"943","33207",七日市公園,岡山県井原市七日市町,避難場所,"700","-1","0","0","0","0","0","1","1",,34.59367017,133.47058099,"944"
133.50171587,34.6921798563,"944","33207",宗安公民館,岡山県井原市美星町黒忠3653,避難場所,"30","-1","0","0","0","0","0","1","3",,34.6921798563,133.50171587,"945"
133.459499,34.591445,"945","33207",出部公民館,岡山県井原市上出部町1219,避難場所,"100","-1","0","0","0","0","0","1","1",,34.591445,133.459499,"946"
133.458965,34.593264,"946","33207",出部小学校,岡山県井原市上出部町235,避難場所,"2700","-1","0","0","0","0","0","1","1",,34.593264,133.458965,"947"
133.450239715,34.5880063341,"947","33207",出部西部公園,岡山県井原市下出部町,避難場所,"1500","-1","0","0","0","0","0","1","4",http://www.navitime.co.jp/poi?spt=02023.75288,34.5880063341,133.450239715,"948"
133.459576,34.593264,"948","33207",出部幼稚園,岡山県井原市上出部町318,避難場所,"550","-1","0","0","0","0","0","1","1",,34.593264,133.459576,"949"
133.397510661,34.7344481334,"949","33207",上市公会堂,岡山県井原市芳井町東三原1067,避難場所,"10","-1","0","0","0","0","0","1","3",,34.7344481334,133.397510661,"950"
133.40086,34.694541,"950","33207",上鴫コミュニティハウス,岡山県井原市芳井町上鴫383-3,避難場所,"340","-1","0","0","0","0","0","1","1",,34.694541,133.40086,"951"
133.46662686,34.59309771,"951","33207",上出部公園,岡山県井原市上出部町,避難場所,"250","-1","0","0","0","0","0","1","1",,34.59309771,133.46662686,"952"
133.47534105,34.60779766,"952","33207",神戸公園,岡山県井原市西江原町,避難場所,"950","-1","0","0","0","0","0","1","1",,34.60779766,133.47534105,"953"
133.440505791,34.5836571554,"953","33207",水掻公園,岡山県井原市下出部町,避難場所,"1300","-1","0","0","0","0","0","1","4",,34.5836571554,133.440505791,"954"
133.542604,34.740402,"954","33207",水名公民館,岡山県井原市美星町明治7800-1,避難場所,"20","-1","0","0","0","0","0","1","1",,34.740402,133.542604,"955"
133.525198248,34.6752379864,"955","33207",星の郷テニス場,岡山県井原市美星町明治330-4,避難場所,"1000","-1","0","0","0","0","0","1","3",,34.6752379864,133.525198248,"956"
133.530094551,34.6758458147,"956","33207",星の郷ふれあいセンター,岡山県井原市美星町星田2-10,避難場所,"1200","-1","0","0","0","0","0","1","3",,34.6758458147,133.530094551,"957"
133.422003463,34.6284700045,"957","33207",西吉井コミュニティハウス,岡山県井原市芳井町吉井1927-3,避難場所,"140","-1","0","0","0","0","0","1","4",,34.6284700045,133.422003463,"958"
133.486432,34.600471,"958","33207",西江原公民館,岡山県井原市西江原町563,避難場所,"100","-1","0","0","0","0","0","1","1",,34.600471,133.486432,"959"
133.487545,34.600124,"959","33207",西江原小学校,岡山県井原市西江原町563,避難場所,"3100","-1","0","0","0","0","0","1","1",,34.600124,133.487545,"960"
133.487684,34.600152,"960","33207",西江原幼稚園,岡山県井原市西江原町563,避難場所,"350","-1","0","0","0","0","0","1","1",,34.600152,133.487684,"961"
133.533788,34.660124,"961","33207",西水砂公民館,岡山県井原市美星町西水砂258,避難場所,"30","-1","0","0","0","0","0","1","1",,34.660124,133.533788,"962"
133.500891,34.651418,"962","33207",西星田公民館,岡山県井原市美星町星田7153-2,避難場所,"40","-1","0","0","0","0","0","1","1",,34.651418,133.500891,"963"
133.50792638,34.60714338,"963","33207",青木公園,岡山県井原市東江原町,避難場所,"600","-1","0","0","0","0","0","1","3",http://www.mapion.co.jp/m/34.60393418_133.51057687_8/v=m2:%E9%9D%92%E6%9C%A8%E5%85%AC%E5%9C%92/,34.60714338,133.50792638,"964"
133.470752,34.624794,"964","33207",青野公民館,岡山県井原市青野町3393,避難場所,"100","-1","0","0","0","0","0","1","1",,34.624794,133.470752,"965"
133.470601,34.626426,"965","33207",青野小学校,岡山県井原市青野町2507,避難場所,"1800","-1","0","0","0","0","0","1","1",,34.626426,133.470601,"966"
