X,Y,fid,P20_001,P20_002,P20_003,P20_004,P20_005,P20_006,P20_007,P20_008,P20_009,P20_010,P20_011,P20_012,レベル,備考,緯度,経度,NO
133.447801594,34.9922216213,"1281","33210",新見交流センター,岡山県新見市西方837-2,避難所,"50","-1","0","0","0","0","0","1","1",,34.9922216213,133.447801594,"1282"
133.441536539,34.9971820281,"1282","33210",新見公立大学・短期大学,岡山県新見市西方1263-2,避難所,"500","-1","0","0","0","0","0","1","4",,34.9971820281,133.441536539,"1283"
133.472842,34.981635,"1283","33210",新見高等学校南校地,岡山県新見市新見1394,避難所,"1000","-1","0","0","0","0","0","1","1",,34.981635,133.472842,"1284"
133.470786,34.987551,"1284","33210",新見高等学校北校地,岡山県新見市新見1994,避難所,"1000","-1","0","0","0","0","0","1","1",,34.987551,133.470786,"1285"
133.479379,34.95681,"1285","33210",新見市防災公園,岡山県新見市石蟹157,防災公園,"-1","-1","0","0","0","0","0","1","3",,34.95681,133.479379,"1286"
133.466494109,34.9983353657,"1286","33210",新見市民運動公園,岡山県新見市下熊谷23-1,防災公園,"-1","-1","0","0","0","0","0","1","3",,34.9983353657,133.466494109,"1287"
133.465519,34.998107,"1287","33210",新見市民体育館,岡山県新見市下熊谷22-2,避難所,"980","-1","0","0","0","0","0","1","1",,34.998107,133.465519,"1288"
133.451899,34.991744,"1288","33210",新見第一中学校,岡山県新見市高尾2364,避難所,"950","-1","0","0","0","0","0","1","1",,34.991744,133.451899,"1289"
133.47977,34.956619,"1289","33210",新見南中学校,岡山県新見市石蟹135,避難所,"600","-1","0","0","0","0","0","1","3",,34.956619,133.47977,"1290"
133.473314,34.986079,"1290","33210",新見幼稚園,岡山県新見市新見1874,避難所,"200","-1","0","0","0","0","0","1","1",,34.986079,133.473314,"1291"
133.374208375,34.9208913025,"1291","33210",新田コミュニテイハウス,岡山県新見市哲多町田淵2419-1,避難所,"20","-1","0","0","0","0","0","1","4",,34.9208913025,133.374208375,"1292"
133.405568143,34.9103097272,"1292","33210",新砥公民館,岡山県新見市哲多町蚊家4603,避難所,"130","-1","0","0","0","0","0","1","3",,34.9103097272,133.405568143,"1293"
133.405288,34.90897,"1293","33210",新砥小学校,岡山県新見市哲多町蚊家4301,避難所,"250","-1","0","0","0","0","0","1","1",,34.90897,133.405288,"1294"
133.320804188,35.0862460715,"1294","33210",神郷公民館高瀬分館,岡山県新見市神郷高瀬1237,避難所,"60","-1","0","0","0","0","0","1","3",,35.0862460715,133.320804188,"1295"
133.390502607,35.0142969281,"1295","33210",神郷公民館笹尾分館,岡山県新見市神郷油野1215,避難所,"70","-1","0","0","0","0","0","1","3",,35.0142969281,133.390502607,"1296"
133.367927849,35.0899679474,"1296","33210",神郷公民館三坂分館,岡山県新見市神郷釜村3635-2,避難所,"60","-1","0","0","0","0","0","1","3",http://kuchikomi.eznavi.auone.jp/spot/02023_75523,35.0899679474,133.367927849,"1297"
133.318783767,35.0486466748,"1297","33210",神郷公民館三室分館,岡山県新見市神郷油野4121,避難所,"25","-1","0","0","0","0","0","1","3",http://kuchikomi.eznavi.auone.jp/spot/02023_75518,35.0486466748,133.318783767,"1298"
133.36937115,35.0423889139,"1298","33210",神郷公民館油野分館,岡山県新見市神郷油野3111-1,避難所,"120","-1","0","0","0","0","0","1","3",http://kuchikomi.eznavi.auone.jp/spot/02023_75520,35.0423889139,133.36937115,"1299"
133.396956959,34.9926346383,"1299","33210",神郷総合センター,岡山県新見市神郷下神代3936,避難所,"300","-1","0","0","0","0","0","1","3",,34.9926346383,133.396956959,"1300"
133.374041,35.089122,"1300","33210",神郷北小学校,岡山県新見市神郷釜村1281,避難所,"170","-1","0","0","0","0","0","1","1",,35.089122,133.374041,"1301"
133.385365,34.987997,"1301","33210",神代小学校,岡山県新見市神郷下神代3571-1,避難所,"180","-1","0","0","0","0","0","1","1",,34.987997,133.385365,"1302"
133.500553,35.078146,"1302","33210",菅生公民館（市民センター）,岡山県新見市菅生6135-5,避難所,"100","-1","0","0","0","0","0","1","1",,35.078146,133.500553,"1303"
133.503663,35.075101,"1303","33210",菅生小学校,岡山県新見市菅生6102,避難所,"200","-1","0","0","0","0","0","1","1",,35.075101,133.503663,"1304"
133.471150362,34.9624046089,"1304","33210",正田公民館（ふれあいセンター）,岡山県新見市正田228-23,避難所,"140","-1","0","0","0","0","0","1","3",,34.9624046089,133.471150362,"1305"
133.465565,34.967803,"1305","33210",正田幼稚園,岡山県新見市正田11,避難所,"50","-1","0","0","0","0","0","1","1",,34.967803,133.465565,"1306"
133.594984,34.984709,"1306","33210",西尾公会堂,岡山県新見市豊永赤馬5384,避難所,"40","-1","0","0","0","0","0","1","3",,34.984709,133.594984,"1307"
133.443448246,34.9952625963,"1307","33210",西方公民館（ふれあいセンター）,岡山県新見市西方1085-2,避難所,"100","-1","0","0","0","0","0","1","3",,34.9952625963,133.443448246,"1308"
133.442316,34.995494,"1308","33210",西方小学校,岡山県新見市西方1216,避難所,"330","-1","0","0","0","0","0","1","1",,34.995494,133.442316,"1309"
133.3585,34.884483,"1309","33210",青木田ノ河内コミュニティハウス,岡山県新見市哲多町蚊家2208-5,避難所,"15","-1","0","0","0","0","0","1","1",,34.884483,133.3585,"1310"
133.479382766,34.9546783329,"1310","33210",石蟹公民館（ふれあいセンター）,岡山県新見市石蟹115-3,避難所,"60","-1","0","0","0","0","0","1","3",,34.9546783329,133.479382766,"1311"
133.436975898,35.1070674749,"1311","33210",千屋公民館（市民センター）,岡山県新見市千屋実1435-7,避難所,"130","-1","0","0","0","0","0","1","4",,35.1070674749,133.436975898,"1312"
133.427702,35.142507,"1312","33210",千屋小学校,岡山県新見市千屋花見48,避難所,"260","-1","0","0","0","0","0","1","1",,35.142507,133.427702,"1313"
133.470123,34.976333,"1313","33210",総合福祉センター,岡山県新見市新見122-5,避難所,"360","-1","0","0","0","0","0","1","3",,34.976333,133.470123,"1314"
133.541104,34.931364,"1314","33210",草間公民館（市民センター）,岡山県新見市草間7415-3,避難所,"100","-1","0","0","0","0","0","1","1",,34.931364,133.541104,"1315"
133.545532,34.933169,"1315","33210",草間台小学校,岡山県新見市草間6587-2,避難所,"200","-1","0","0","0","0","0","1","1",,34.933169,133.545532,"1316"
133.516273,34.944387,"1316","33210",足見ふれあいセンター,岡山県新見市足見3052-4,避難所,"50","-1","0","0","0","0","0","1","3",,34.944387,133.516273,"1317"
133.5168,34.944037,"1317","33210",足見小学校,岡山県新見市足見3051,避難所,"100","-1","0","0","0","0","0","1","1",,34.944037,133.5168,"1318"
133.382447,35.044491,"1318","33210",足立会館（足立連絡所）,岡山県新見市足立3852-1,避難所,"50","-1","0","0","0","0","0","1","1",,35.044491,133.382447,"1319"
133.51599042,35.1670791367,"1319","33210",大井野源流地域活性化促進施設,岡山県新見市大佐大井野3508-4,避難所,"50","-1","0","0","0","0","0","1","3",,35.1670791367,133.51599042,"1320"
133.551785,35.078077,"1320","33210",大佐海洋センター,岡山県新見市大佐小部2248-1,避難所,"300","-1","0","0","0","0","0","1","1",,35.078077,133.551785,"1321"
133.569282,35.078747,"1321","33210",大佐中学校,岡山県新見市大佐永富1745,避難所,"350","-1","0","0","0","0","0","1","1",,35.078747,133.569282,"1322"
133.568368928,35.0737892882,"1322","33210",大佐定住促進センター,岡山県新見市大佐永富1994,避難所,"150","-1","0","0","0","0","0","1","3",,35.0737892882,133.568368928,"1323"
133.574442409,35.0830200703,"1323","33210",大佐認定こども園,岡山県新見市大佐永富732,避難所,"300","-1","0","0","0","0","0","1","4",,35.0830200703,133.574442409,"1324"
133.302753,34.904326,"1324","33210",大竹集会所,岡山県新見市哲西町大竹623-3,避難所,"50","-1","0","0","0","0","0","1","1",,34.904326,133.302753,"1325"
133.392782857,34.9297415688,"1325","33210",大田ふれあいセンター,岡山県新見市哲多町田淵124-1,避難所,"30","-1","0","0","0","0","0","1","4",,34.9297415688,133.392782857,"1326"
133.513092782,35.0114566994,"1326","33210",中熊谷コミュニティハウス,岡山県新見市上熊谷3991-1,避難所,"20","-1","0","0","0","0","0","1","4",,35.0114566994,133.513092782,"1327"
133.490995,34.949396,"1327","33210",長屋公会堂,岡山県新見市長屋721,避難所,"40","-1","0","0","0","0","0","1","1",,34.949396,133.490995,"1328"
133.338145695,34.9633335652,"1328","33210",哲西三光生活改善センター,岡山県新見市哲西町上神代3624-1,避難所,"100","-1","0","0","0","0","0","1","3",,34.9633335652,133.338145695,"1329"
133.336123073,34.9300786423,"1329","33210",哲西会館,岡山県新見市哲西町矢田2475,避難所,"300","-1","0","0","0","0","0","1","4",,34.9300786423,133.336123073,"1330"
133.360551408,34.9115616489,"1330","33210",哲西公民館野原分館,岡山県新見市哲西町大野部23-25,避難所,"100","-1","0","0","0","0","0","1","3",,34.9115616489,133.360551408,"1331"
133.322354986,34.9127884841,"1331","33210",哲西公民館野馳分館,岡山県新見市哲西町八鳥416-1,避難所,"100","-1","0","0","0","0","0","1","3",,34.9127884841,133.322354986,"1332"
133.33315394,34.9586751736,"1332","33210",哲西公民館矢神分館,岡山県新見市哲西町上神代5788,避難所,"100","-1","0","0","0","0","0","1","3",,34.9586751736,133.33315394,"1333"
133.334136833,34.9237990204,"1333","33210",哲西高齢者社会福祉センター,岡山県新見市哲西町矢田4351,避難所,"150","-1","0","0","0","0","0","1","4",,34.9237990204,133.334136833,"1334"
133.338327,34.92827,"1334","33210",哲西体育館,岡山県新見市哲西町矢田3852,避難所,"1000","-1","0","0","0","0","0","1","1",,34.92827,133.338327,"1335"
133.326876,34.92585,"1335","33210",哲西中学校,岡山県新見市哲西町矢田3193,避難所,"500","-1","0","0","0","0","0","1","1",,34.92585,133.326876,"1336"
133.336518,34.929365,"1336","33210",哲西認定こども園,岡山県新見市哲西町矢田2469-1,避難所,"150","-1","0","0","0","0","0","1","1",,34.929365,133.336518,"1337"
133.33053513,34.9020847464,"1337","33210",哲西本区生活改善センター,岡山県新見市哲西町大野部2027,避難所,"100","-1","0","0","0","0","0","1","3",,34.9020847464,133.33053513,"1338"
133.343008563,34.9630366951,"1338","33210",哲西隣保館,岡山県新見市哲西町上神代2075,避難所,"50","-1","0","0","0","0","0","1","4",,34.9630366951,133.343008563,"1339"
133.462250014,34.9419221995,"1339","33210",哲多Ｂ＆Ｇ海洋センター,岡山県新見市哲多町花木1090,避難所,"400","-1","0","0","0","0","0","1","4",,34.9419221995,133.462250014,"1340"
133.445862666,34.9492401122,"1340","33210",哲多郷土文化館,岡山県新見市哲多町宮河内470,避難所,"100","-1","0","0","0","0","0","1","3",http://www.museum.or.jp/modules/im_museum/?controller=museum&input%5Bid%5D=6223,34.9492401122,133.445862666,"1341"
133.39182771,34.8951869491,"1341","33210",哲多金ボタル交流館,岡山県新見市哲多町蚊家3322,避難所,"150","-1","0","0","0","0","0","1","3",http://digioka.libnet.pref.okayama.jp/mmhp/kyodo/kenmin/omoidenomanabiya/tetta-kounoiesyo.htm,34.8951869491,133.39182771,"1342"
133.450082,34.937218,"1342","33210",哲多総合センター,岡山県新見市哲多町本郷664-1,避難所,"200","-1","0","0","0","0","0","1","1",,34.937218,133.450082,"1343"
133.453868,34.918648,"1343","33210",哲多中学校,岡山県新見市哲多町成松121,避難所,"350","-1","0","0","0","0","0","1","1",,34.918648,133.453868,"1344"
133.552048,35.046198,"1344","33210",田治部小学校,岡山県新見市大佐田治部2851,避難所,"200","-1","0","0","0","0","0","1","1",,35.046198,133.552048,"1345"
133.545742,34.959219,"1345","33210",土橋交流センター,岡山県新見市土橋928,避難所,"50","-1","0","0","0","0","0","1","3",,34.959219,133.545742,"1346"
133.501921,34.958205,"1346","33210",唐松公民館（市民センター）,岡山県新見市唐松2761,避難所,"110","-1","0","0","0","0","0","1","1",,34.958205,133.501921,"1347"
133.503312,34.95911,"1347","33210",唐松小学校,岡山県新見市唐松2752,避難所,"340","-1","0","0","0","0","0","1","1",,34.95911,133.503312,"1348"
133.507623107,34.9643359105,"1348","33210",特別養護老人ホーム唐松荘,岡山県新見市唐松1749-2,避難所,"30","-1","0","0","0","0","0","1","3",,34.9643359105,133.507623107,"1349"
133.434056464,35.0957042338,"1349","33210",馬場コミュニティハウス,岡山県新見市千屋実2264-4,避難所,"20","-1","0","0","0","0","0","1","4",,35.0957042338,133.434056464,"1350"
133.316219,34.9149819991,"1350","33210",畑木集会所,岡山県新見市哲西町畑木591-15,避難所,"100","-1","0","0","0","0","0","1","1",,34.9149819991,133.316219,"1351"
133.456605,35.050645,"1351","33210",福本公民館（ふれあいセンター）,岡山県新見市菅生8832,避難所,"130","-1","0","0","0","0","0","1","3",,35.050645,133.456605,"1352"
133.520616,34.884018,"1352","33210",法曽農作業準備休憩施設,岡山県新見市法曽595-1,避難所,"20","-1","0","0","0","0","0","1","3",,34.884018,133.520616,"1353"
133.588922,34.9612839991,"1353","33210",豊永公民館（市民センター）,岡山県新見市豊永佐伏1120-1,避難所,"130","-1","0","0","0","0","0","1","1",,34.9612839991,133.588922,"1354"
133.450938,34.937917,"1354","33210",本郷小学校,岡山県新見市哲多町本郷672,避難所,"250","-1","0","0","0","0","0","1","1",,34.937917,133.450938,"1355"
133.449762,34.9388884801,"1355","33210",本郷幼稚園・保育所,岡山県新見市哲多町本郷788-25,避難所,"40","-1","0","0","0","0","0","1","4",,34.9388884801,133.449762,"1356"
133.45371842,34.9018745644,"1356","33210",夢ひろば萬歳,岡山県新見市哲多町矢戸685-1,避難所,"200","-1","0","0","0","0","0","1","4",,34.9018745644,133.45371842,"1357"
133.478050394,34.9519705884,"1357","33210",明新小学校,岡山県新見市石蟹799,避難所,"300","-1","0","0","0","0","0","1","4",,34.9519705884,133.478050394,"1358"
133.326096,34.908317,"1358","33210",野馳小学校,岡山県新見市哲西町八鳥527,避難所,"400","-1","0","0","0","0","0","1","1",,34.908317,133.326096,"1359"
133.331562,34.956316,"1359","33210",矢神小学校,岡山県新見市哲西町上神代5823,避難所,"200","-1","0","0","0","0","0","1","1",,34.956316,133.331562,"1360"
134.211155,34.810923,"1360","33211",Ｂ＆Ｇ海洋センター,岡山県備前市吉永町吉永中291-4,避難所,"2800","-1","0","0","0","0","0","1","1",,34.810923,134.211155,"1361"
134.272142,34.728012,"1361","33211",うおじま会館,岡山県備前市日生町日生801-4,避難所,"70","-1","0","0","0","0","0","1","3",,34.728012,134.272142,"1362"
134.29844198,34.7387892831,"1362","33211",スワ住宅集会所,岡山県備前市日生町寒河344,避難所,"-1","-1","0","0","0","0","0","1","4",,34.7387892831,134.29844198,"1363"
134.214921,34.826452,"1363","33211",つづらコミュニティハウス,岡山県備前市吉永町岩崎608,避難所,"30","-1","0","0","0","0","0","1","3",,34.826452,134.214921,"1364"
134.206650406,34.8203066097,"1364","33211",デイ・サービスセンター,岡山県備前市吉永町岩崎433-1,避難所,"90","-1","0","0","0","0","0","1","3",,34.8203066097,134.206650406,"1365"
134.270694287,34.7295835608,"1365","33211",ディサービスセンターこうら荘,岡山県備前市日生町日生803-1,避難所,"70","-1","0","0","0","0","0","1","3",,34.7295835608,134.270694287,"1366"
134.284204768,34.698600259,"1366","33211",ふれあい交流館しおまち,岡山県備前市日生町日生2789-1,避難所,"20","-1","0","0","0","0","0","1","3",,34.698600259,134.284204768,"1367"
134.154686319,34.7405955035,"1367","33211",リフレセンターびぜん,岡山県備前市伊部2264-2,避難所,"300","-1","0","0","0","0","0","1","3",,34.7405955035,134.154686319,"1368"
134.163841551,34.7390493146,"1368","33211",伊部公民館,岡山県備前市伊部1776-1,避難所,"300","-1","0","0","0","0","0","1","4",,34.7390493146,134.163841551,"1369"
134.163315,34.740423,"1369","33211",伊部小学校,岡山県備前市伊部1415-2,避難所,"3800","-1","0","0","0","0","0","1","1",,34.740423,134.163315,"1370"
134.164287,34.746228,"1370","33211",伊部保育園,岡山県備前市伊部380,避難所,"100","-1","0","0","0","0","0","1","1",,34.746228,134.164287,"1371"
134.164426,34.737784,"1371","33211",伊部幼稚園,岡山県備前市伊部1818,避難所,"200","-1","0","0","0","0","0","1","1",,34.737784,134.164426,"1372"
134.220156116,34.7308492583,"1372","33211",伊里漁業協同組合,岡山県備前市穂浪2837-5,避難所,"100","-1","0","0","0","0","0","1","3",,34.7308492583,134.220156116,"1373"
134.224716811,34.7457525859,"1373","33211",伊里公民館,岡山県備前市友延409,避難所,"100","-1","0","0","0","0","0","1","4",,34.7457525859,134.224716811,"1374"
134.223647265,34.7480358814,"1374","33211",伊里小学校,岡山県備前市友延350,避難所,"4000","-1","0","0","0","0","0","1","4",,34.7480358814,134.223647265,"1375"
134.227573882,34.7464215158,"1375","33211",伊里中学校,岡山県備前市麻宇那1160,避難所,"5000","-1","0","0","0","0","0","1","4",,34.7464215158,134.227573882,"1376"
134.220128,34.760572,"1376","33211",伊里中自治公民館,岡山県備前市伊里中295,避難所,"50","-1","0","0","0","0","0","1","3",,34.760572,134.220128,"1377"
134.272705,34.734984,"1377","33211",栄町コミュニティハウス,岡山県備前市日生町日生241-14,避難所,"60","-1","0","0","0","0","0","1","3",,34.734984,134.272705,"1378"
134.207251389,34.7079759559,"1378","33211",沖自治公民館,岡山県備前市鶴海4155,避難所,"50","-1","0","0","0","0","0","1","3",,34.7079759559,134.207251389,"1379"
134.285747588,34.7359842136,"1379","33211",梶谷集会所,岡山県備前市日生町寒河2401-7,避難所,"-1","-1","0","0","0","0","0","1","3",http://www.city.bizen.okayama.jp/shimin/bousai/hinanbasyo/hinase/hinan_h.jsp,34.7359842136,134.285747588,"1380"
134.294192,34.747344,"1380","33211",寒河コミュニティセンター,岡山県備前市日生町寒河3961-1,避難所,"350","-1","0","0","0","0","0","1","1",,34.747344,134.294192,"1381"
134.290428319,34.7482027881,"1381","33211",寒河西コミュニティハウス,岡山県備前市日生町寒河3766-7,避難所,"50","-1","0","0","0","0","0","1","3",,34.7482027881,134.290428319,"1382"
134.302012652,34.7489294127,"1382","33211",寒河東コミュニティハウス,岡山県備前市日生町寒河1768-1,避難所,"50","-1","0","0","0","0","0","1","3",,34.7489294127,134.302012652,"1383"
134.218025507,34.7766092467,"1383","33211",閑谷自治公民館,岡山県備前市閑谷208,避難所,"50","-1","0","0","0","0","0","1","3",,34.7766092467,134.218025507,"1384"
134.243329,34.851923,"1384","33211",丸山コミュニティハウス,岡山県備前市吉永町神根本998-2,避難所,"30","-1","0","0","0","0","0","1","3",,34.851923,134.243329,"1385"
134.208635246,34.8209036099,"1385","33211",岩崎集落農事集会所,岡山県備前市吉永町岩崎373,避難所,"30","-1","0","0","0","0","0","1","3",,34.8209036099,134.208635246,"1386"
134.21098,34.812726,"1386","33211",吉永小学校,岡山県備前市吉永町吉永中61,避難所,"941","-1","0","0","0","0","0","1","1",,34.812726,134.21098,"1387"
134.207412,34.815665,"1387","33211",吉永総合支所別棟,岡山県備前市吉永町吉永中878,避難所,"60","-1","0","0","0","0","0","1","1",,34.815665,134.207412,"1388"
134.199527,34.812948,"1388","33211",吉永中１０班集会所,岡山県備前市吉永町吉永中671-5,避難所,"30","-1","0","0","0","0","0","1","3",,34.812948,134.199527,"1389"
134.208428,34.810515,"1389","33211",吉永中コミュニティハウス（１班Ｂ）,岡山県備前市吉永町吉永中379-9,避難所,"30","-1","0","0","0","0","0","1","3",,34.810515,134.208428,"1390"
134.207828565,34.8124272711,"1390","33211",吉永中コミュニティハウス（２班）,岡山県備前市吉永町吉永中400-1,避難所,"30","-1","0","0","0","0","0","1","3",,34.8124272711,134.207828565,"1391"
134.203535,34.811143,"1391","33211",吉永中コミュニティハウス（５班Ｃ）,岡山県備前市吉永町吉永中571-1,避難所,"30","-1","0","0","0","0","0","1","3",,34.811143,134.203535,"1392"
134.207221,34.819582,"1392","33211",吉永中学校,岡山県備前市吉永町岩崎363,避難所,"1500","-1","0","0","0","0","0","1","1",,34.819582,134.207221,"1393"
134.206415,34.813215,"1393","33211",吉永中公会堂,岡山県備前市吉永町吉永中824-1,避難所,"50","-1","0","0","0","0","0","1","3",,34.813215,134.206415,"1394"
134.208321898,34.8159190243,"1394","33211",吉永町社会福祉センター,岡山県備前市吉永町三股19,避難所,"300","-1","0","0","0","0","0","1","3",,34.8159190243,134.208321898,"1395"
134.249722,34.865594,"1395","33211",吉永町振興公社,岡山県備前市吉永町高田1081-1,避難所,"50","-1","0","0","0","0","0","1","3",,34.865594,134.249722,"1396"
134.203824,34.808979,"1396","33211",吉永町南方会館,岡山県備前市吉永町南方735-2,避難所,"130","-1","0","0","0","0","0","1","3",,34.808979,134.203824,"1397"
134.231106527,34.8109916705,"1397","33211",牛神会館,岡山県備前市吉永町福満989-2,避難所,"40","-1","0","0","0","0","0","1","3",,34.8109916705,134.231106527,"1398"
134.172110131,34.7347771298,"1398","33211",勤労者センター,岡山県備前市浦伊部161-1,避難所,"80","-1","0","0","0","0","0","1","3",,34.7347771298,134.172110131,"1399"
134.15341826,34.7354195351,"1399","33211",勤労青少年ホーム,岡山県備前市伊部2523-3,避難所,"50","-1","0","0","0","0","0","1","3",,34.7354195351,134.15341826,"1400"
134.247346,34.810814,"1400","33211",金谷寺（正光院）,岡山県備前市吉永町金谷240,避難所,"50","-1","0","0","0","0","0","1","3",,34.810814,134.247346,"1401"
134.245832297,34.8086829009,"1401","33211",金谷集会所,岡山県備前市吉永町金谷192-5,避難所,"40","-1","0","0","0","0","0","1","3",,34.8086829009,134.245832297,"1402"
134.286347681,34.7982129303,"1402","33211",五石自治公民館,岡山県備前市三石3873,避難所,"30","-1","0","0","0","0","0","1","3",,34.7982129303,134.286347681,"1403"
134.262182956,34.8023094396,"1403","33211",荒神町自治公民館,岡山県備前市野谷431-2,避難所,"30","-1","0","0","0","0","0","1","3",,34.8023094396,134.262182956,"1404"
134.12083,34.73084,"1404","33211",香登公民館,岡山県備前市香登本745-1,避難所,"50","-1","0","0","0","0","0","1","1",,34.73084,134.12083,"1405"
134.124596,34.732339,"1405","33211",香登小学校,岡山県備前市香登本908,避難所,"3600","-1","0","0","0","0","0","1","1",,34.732339,134.124596,"1406"
134.122735,34.733145,"1406","33211",香登保育園,岡山県備前市香登本1059,避難所,"60","-1","0","0","0","0","0","1","1",,34.733145,134.122735,"1407"
134.125362304,34.7336414019,"1407","33211",香登幼稚園,岡山県備前市香登本973-1,避難所,"100","-1","0","0","0","0","0","1","4",,34.7336414019,134.125362304,"1408"
134.246799683,34.861837074,"1408","33211",高田コミュニティハウス,岡山県備前市吉永町高田777-5,避難所,"30","-1","0","0","0","0","0","1","3",,34.861837074,134.246799683,"1409"
134.260723,34.703698,"1409","33211",鴻島集会所,岡山県備前市日生町日生2666-32,避難所,"20","-1","0","0","0","0","0","1","3",http://www.city.bizen.okayama.jp/shimin/bousai/hinanbasyo/hinase/hinan_h.jsp,34.703698,134.260723,"1410"
134.263144275,34.7324020864,"1410","33211",三軒屋会館,岡山県備前市日生町日生2108,避難所,"80","-1","0","0","0","0","0","1","3",,34.7324020864,134.263144275,"1411"
134.253168,34.730045,"1411","33211",三軒屋西コミュニティハウス,岡山県備前市日生町日生1907-14,避難所,"30","-1","0","0","0","0","0","1","3",,34.730045,134.253168,"1412"
134.206748,34.8162132697,"1412","33211",三股公会堂,岡山県備前市吉永町三股115-1,避難所,"50","-1","0","0","0","0","0","1","3",,34.8162132697,134.206748,"1413"
134.273764,34.799929,"1413","33211",三石公民館,岡山県備前市三石1094,避難所,"200","-1","0","0","0","0","0","1","1",,34.799929,134.273764,"1414"
134.273608,34.800612,"1414","33211",三石小学校,岡山県備前市三石3215,避難所,"2000","-1","0","0","0","0","0","1","1",,34.800612,134.273608,"1415"
134.274746,34.800446,"1415","33211",三石中学校,岡山県備前市三石3215,避難所,"6000","-1","0","0","0","0","0","1","1",,34.800446,134.274746,"1416"
134.271191,34.80114,"1416","33211",三石保育園,岡山県備前市三石54-1,避難所,"100","-1","0","0","0","0","0","1","1",,34.80114,134.271191,"1417"
134.238255768,34.8447274901,"1417","33211",山根集会所,岡山県備前市吉永町神根本732-1,避難所,"30","-1","0","0","0","0","0","1","3",,34.8447274901,134.238255768,"1418"
134.240762406,34.8398258381,"1418","33211",山津田集会所,岡山県備前市吉永町今崎748,避難所,"30","-1","0","0","0","0","0","1","3",,34.8398258381,134.240762406,"1419"
134.208006973,34.8160907407,"1419","33211",子育て交流センター,岡山県備前市吉永町三股19,避難所,"80","-1","0","0","0","0","0","1","3",,34.8160907407,134.208006973,"1420"
134.322167174,34.7717853637,"1420","33211",寺山集会所,岡山県備前市日生町寺山578,避難所,"-1","-1","0","0","0","0","0","1","3",,34.7717853637,134.322167174,"1421"
134.287786615,34.713248639,"1421","33211",鹿久居島神社,岡山県備前市日生町日生3636-33,避難所,"20","-1","0","0","0","0","0","1","3",,34.713248639,134.287786615,"1422"
134.266007971,34.7337965704,"1422","33211",春日神社,岡山県備前市日生町日生1180,避難所,"100","-1","0","0","0","0","0","1","3",,34.7337965704,134.266007971,"1423"
134.210033145,34.8045128726,"1423","33211",松本寺,岡山県備前市吉永町南方1338,避難所,"40","-1","0","0","0","0","0","1","3",,34.8045128726,134.210033145,"1424"
134.202559734,34.8088326801,"1424","33211",新田センター,岡山県備前市吉永町南方266-5,避難所,"30","-1","0","0","0","0","0","1","3",,34.8088326801,134.202559734,"1425"
134.240732,34.849398,"1425","33211",神根公民館,岡山県備前市吉永町神根本911,避難所,"120","-1","0","0","0","0","0","1","1",,34.849398,134.240732,"1426"
134.239564026,34.8495203927,"1426","33211",神根小学校,岡山県備前市吉永町神根本865,避難所,"940","-1","0","0","0","0","0","1","4",,34.8495203927,134.239564026,"1427"
134.238605195,34.8417624645,"1427","33211",神根生活改善センター,岡山県備前市吉永町神根本163,避難所,"50","-1","0","0","0","0","0","1","3",,34.8417624645,134.238605195,"1428"
134.235348493,34.8411818029,"1428","33211",西の谷コミュニティハウス,岡山県備前市吉永町神根本508,避難所,"30","-1","0","0","0","0","0","1","3",,34.8411818029,134.235348493,"1429"
134.295058725,34.7477780596,"1429","33211",西願寺,岡山県備前市日生町寒河1032,避難所,"200","-1","0","0","0","0","0","1","3",,34.7477780596,134.295058725,"1430"
134.111254,34.720438,"1430","33211",西鶴山公民館,岡山県備前市畠田102-1,避難所,"50","-1","0","0","0","0","0","1","1",,34.720438,134.111254,"1431"
134.11157,34.718201,"1431","33211",西鶴山小学校,岡山県備前市畠田53,避難所,"2500","-1","0","0","0","0","0","1","1",,34.718201,134.11157,"1432"
134.111376,34.717507,"1432","33211",西鶴山保育園,岡山県備前市畠田8-1,避難所,"80","-1","0","0","0","0","0","1","1",,34.717507,134.111376,"1433"
134.266581014,34.7344492856,"1433","33211",西念寺,岡山県備前市日生町日生980,避難所,"200","-1","0","0","0","0","0","1","3",,34.7344492856,134.266581014,"1434"
134.267872,34.729112,"1434","33211",川向会館,岡山県備前市日生町日生2394-3,避難所,"50","-1","0","0","0","0","0","1","1",,34.729112,134.267872,"1435"
134.217455,34.811601,"1435","33211",倉吉コミュニティハウス,岡山県備前市吉永町福満242,避難所,"30","-1","0","0","0","0","0","1","3",,34.811601,134.217455,"1436"
134.211390521,34.8086391969,"1436","33211",早子集会所,岡山県備前市吉永町南方1069-5,避難所,"30","-1","0","0","0","0","0","1","3",,34.8086391969,134.211390521,"1437"
134.299984193,34.683881213,"1437","33211",大多府会館,岡山県備前市大多府12-3,避難所,"50","-1","0","0","0","0","0","1","4",,34.683881213,134.299984193,"1438"
134.301552,34.683878,"1438","33211",大多府小学校,岡山県備前市大多府63,避難所,"920","-1","0","0","0","0","0","1","1",,34.683878,134.301552,"1439"
134.197473333,34.7502174175,"1439","33211",大東自治公民館,岡山県備前市東片上565-2,避難所,"50","-1","0","0","0","0","0","1","3",,34.7502174175,134.197473333,"1440"
